Gmt time,Open,High,Low,Close,Volume
07.01.2019 08:00:00.000,1.14364,1.14402,1.14280,1.14313,20224.8594
07.01.2019 09:00:00.000,1.14313,1.14479,1.14292,1.14413,17637.1797
07.01.2019 10:00:00.000,1.14413,1.14452,1.14350,1.14387,18503
07.01.2019 11:00:00.000,1.14387,1.14441,1.14332,1.14404,15296.4199
07.01.2019 12:00:00.000,1.14405,1.14473,1.14367,1.14393,18612.1699
07.01.2019 13:00:00.000,1.14393,1.14590,1.14392,1.14576,24261.6309
07.01.2019 14:00:00.000,1.14575,1.14727,1.14559,1.14675,26734.0703
07.01.2019 15:00:00.000,1.14683,1.14709,1.14536,1.14635,32648.3105
07.01.2019 16:00:00.000,1.14634,1.14700,1.14585,1.14673,24735.2891
07.01.2019 17:00:00.000,1.14673,1.14711,1.14640,1.14690,17046.7305
07.01.2019 18:00:00.000,1.14678,1.14826,1.14676,1.14741,17222.9297
07.01.2019 19:00:00.000,1.14742,1.14824,1.14729,1.14794,13474.5
07.01.2019 20:00:00.000,1.14797,1.14801,1.14695,1.14767,12871.2402
07.01.2019 21:00:00.000,1.14769,1.14770,1.14722,1.14740,4810.8501
07.01.2019 22:00:00.000,1.14740,1.14771,1.14710,1.14753,2934.5
07.01.2019 23:00:00.000,1.14754,1.14806,1.14752,1.14789,7054.9199
08.01.2019 00:00:00.000,1.14790,1.14844,1.14669,1.14678,11498.0498
08.01.2019 01:00:00.000,1.14676,1.14693,1.14470,1.14482,16539.1504
08.01.2019 02:00:00.000,1.14482,1.14533,1.14415,1.14503,12614.1104
08.01.2019 03:00:00.000,1.14503,1.14515,1.14351,1.14385,11360.0898
08.01.2019 04:00:00.000,1.14385,1.14401,1.14321,1.14387,8684.4199
08.01.2019 05:00:00.000,1.14389,1.14441,1.14383,1.14437,8291
08.01.2019 06:00:00.000,1.14436,1.14555,1.14410,1.14456,11378.4004
08.01.2019 07:00:00.000,1.14458,1.14526,1.14331,1.14438,21823.8691
08.01.2019 08:00:00.000,1.14439,1.14507,1.14336,1.14488,19128.2793
08.01.2019 09:00:00.000,1.14488,1.14611,1.14473,1.14519,17395.0801
08.01.2019 10:00:00.000,1.14517,1.14517,1.14342,1.14459,20374.1895
08.01.2019 11:00:00.000,1.14456,1.14692,1.14418,1.14654,17657.5391
08.01.2019 12:00:00.000,1.14654,1.14677,1.14429,1.14495,24461.4492
08.01.2019 13:00:00.000,1.14495,1.14497,1.14222,1.14274,32822.1211
08.01.2019 14:00:00.000,1.14274,1.14440,1.14244,1.14386,26492.1992
08.01.2019 15:00:00.000,1.14386,1.14437,1.14256,1.14416,26144.6406
08.01.2019 16:00:00.000,1.14415,1.14487,1.14364,1.14431,20352.1309
08.01.2019 17:00:00.000,1.14431,1.14555,1.14395,1.14543,17842.8691
08.01.2019 18:00:00.000,1.14542,1.14588,1.14404,1.14409,13792.4102
08.01.2019 19:00:00.000,1.14409,1.14445,1.14390,1.14422,11020.3398
08.01.2019 20:00:00.000,1.14420,1.14423,1.14359,1.14403,10754.5703
08.01.2019 21:00:00.000,1.14404,1.14417,1.14375,1.14406,4280.8999
08.01.2019 22:00:00.000,1.14406,1.14434,1.14370,1.14405,2577.3601
08.01.2019 23:00:00.000,1.14406,1.14579,1.14403,1.14572,5743.1401
09.01.2019 00:00:00.000,1.14573,1.14621,1.14537,1.14560,9692.5596
09.01.2019 01:00:00.000,1.14559,1.14660,1.14554,1.14574,12332.6904
09.01.2019 02:00:00.000,1.14574,1.14604,1.14484,1.14516,10757.8701
09.01.2019 03:00:00.000,1.14516,1.14596,1.14515,1.14543,7144.2402
09.01.2019 04:00:00.000,1.14541,1.14597,1.14520,1.14597,5844.6899
09.01.2019 05:00:00.000,1.14598,1.14640,1.14569,1.14606,7903.5698
09.01.2019 06:00:00.000,1.14606,1.14648,1.14555,1.14586,7445.5498
09.01.2019 07:00:00.000,1.14587,1.14784,1.14541,1.14656,19179.9004
09.01.2019 08:00:00.000,1.14657,1.14759,1.14607,1.14629,23882.4199
09.01.2019 09:00:00.000,1.14629,1.14715,1.14559,1.14603,24109.0605
09.01.2019 10:00:00.000,1.14605,1.14630,1.14452,1.14522,20627.3809
09.01.2019 11:00:00.000,1.14522,1.14562,1.14389,1.14561,17575.9609
09.01.2019 12:00:00.000,1.14560,1.14587,1.14460,1.14504,19642.0293
09.01.2019 13:00:00.000,1.14504,1.14642,1.14478,1.14621,25890.7402
09.01.2019 14:00:00.000,1.14621,1.15254,1.14615,1.15245,57148.8398
09.01.2019 15:00:00.000,1.15242,1.15405,1.15086,1.15102,44605.8281
09.01.2019 16:00:00.000,1.15103,1.15377,1.15092,1.15239,34719.7383
09.01.2019 17:00:00.000,1.15240,1.15345,1.15212,1.15325,22220.4902
09.01.2019 18:00:00.000,1.15327,1.15406,1.15286,1.15362,21611.4004
09.01.2019 19:00:00.000,1.15362,1.15578,1.15291,1.15431,32224.5508
09.01.2019 20:00:00.000,1.15430,1.15544,1.15426,1.15542,20932.0098
09.01.2019 21:00:00.000,1.15544,1.15550,1.15416,1.15417,7592.6699
09.01.2019 22:00:00.000,1.15419,1.15498,1.15386,1.15485,4524.54
09.01.2019 23:00:00.000,1.15485,1.15548,1.15479,1.15541,6876.1099
10.01.2019 00:00:00.000,1.15541,1.15587,1.15501,1.15554,12193.71
10.01.2019 01:00:00.000,1.15554,1.15607,1.15433,1.15537,17417.4102
10.01.2019 02:00:00.000,1.15539,1.15565,1.15486,1.15545,9698.4102
10.01.2019 03:00:00.000,1.15544,1.15697,1.15544,1.15691,12166.3496
10.01.2019 04:00:00.000,1.15692,1.15692,1.15580,1.15584,8259.8896
10.01.2019 05:00:00.000,1.15584,1.15627,1.15534,1.15604,8228.1104
10.01.2019 06:00:00.000,1.15605,1.15613,1.15508,1.15520,10667.0498
10.01.2019 07:00:00.000,1.15519,1.15560,1.15343,1.15410,25909.9102
10.01.2019 08:00:00.000,1.15409,1.15578,1.15284,1.15287,25350.9805
10.01.2019 09:00:00.000,1.15288,1.15331,1.15195,1.15243,21318.0898
10.01.2019 10:00:00.000,1.15242,1.15324,1.15176,1.15276,17708.0391
10.01.2019 11:00:00.000,1.15276,1.15392,1.15257,1.15292,20462.0508
10.01.2019 12:00:00.000,1.15292,1.15391,1.15237,1.15338,23212.1406
10.01.2019 13:00:00.000,1.15338,1.15451,1.15192,1.15204,26862.8809
10.01.2019 14:00:00.000,1.15205,1.15308,1.15162,1.15256,27903.5098
10.01.2019 15:00:00.000,1.15257,1.15273,1.15148,1.15225,31506.7793
10.01.2019 16:00:00.000,1.15227,1.15233,1.15102,1.15164,26667.3496
10.01.2019 17:00:00.000,1.15164,1.15183,1.14972,1.15057,99657.1563
10.01.2019 18:00:00.000,1.15061,1.15133,1.14844,1.14978,28505.3398
10.01.2019 19:00:00.000,1.14978,1.15056,1.14951,1.14997,21390.9902
10.01.2019 20:00:00.000,1.14997,1.15001,1.14951,1.14977,11498.54
10.01.2019 21:00:00.000,1.14978,1.15009,1.14975,1.14994,5297.9102
10.01.2019 22:00:00.000,1.14994,1.15003,1.14964,1.14973,3041.48
10.01.2019 23:00:00.000,1.14973,1.15082,1.14961,1.15081,6719.1299
11.01.2019 00:00:00.000,1.15082,1.15170,1.15058,1.15113,10476.6699
11.01.2019 01:00:00.000,1.15113,1.15227,1.15070,1.15177,11386.8301
11.01.2019 02:00:00.000,1.15177,1.15249,1.15133,1.15218,10059.1201
11.01.2019 03:00:00.000,1.15218,1.15277,1.15186,1.15248,7221.79
11.01.2019 04:00:00.000,1.15248,1.15300,1.15225,1.15289,7384.0298
11.01.2019 05:00:00.000,1.15290,1.15308,1.15217,1.15253,7293.8398
11.01.2019 06:00:00.000,1.15253,1.15291,1.15171,1.15227,8649.6299
11.01.2019 07:00:00.000,1.15226,1.15320,1.15216,1.15261,16498.9199
11.01.2019 08:00:00.000,1.15260,1.15300,1.15173,1.15291,20988.7305
11.01.2019 09:00:00.000,1.15293,1.15295,1.15164,1.15196,20601.9102
11.01.2019 10:00:00.000,1.15197,1.15403,1.15155,1.15345,21935.5703
11.01.2019 11:00:00.000,1.15345,1.15346,1.15188,1.15318,22640.8906
11.01.2019 12:00:00.000,1.15319,1.15364,1.15221,1.15278,20423.6797
11.01.2019 13:00:00.000,1.15279,1.15356,1.15200,1.15265,25000.4492
11.01.2019 14:00:00.000,1.15265,1.15269,1.14580,1.14701,38567.2188
11.01.2019 15:00:00.000,1.14698,1.14811,1.14618,1.14773,26664.9199
11.01.2019 16:00:00.000,1.14774,1.14794,1.14646,1.14781,24838.3301
11.01.2019 17:00:00.000,1.14781,1.14858,1.14776,1.14823,20098.1602
11.01.2019 18:00:00.000,1.14823,1.14837,1.14695,1.14708,14421.0898
11.01.2019 19:00:00.000,1.14707,1.14729,1.14630,1.14650,13270.7695
11.01.2019 20:00:00.000,1.14651,1.14654,1.14580,1.14626,15150.7197
11.01.2019 21:00:00.000,1.14626,1.14692,1.14601,1.14656,5486.02
13.01.2019 22:00:00.000,1.14589,1.14657,1.14583,1.14643,2029.0601
13.01.2019 23:00:00.000,1.14645,1.14685,1.14595,1.14597,6447.7598
14.01.2019 00:00:00.000,1.14598,1.14662,1.14596,1.14626,5995.27
14.01.2019 01:00:00.000,1.14626,1.14772,1.14626,1.14758,7606.8198
14.01.2019 02:00:00.000,1.14758,1.14776,1.14664,1.14667,7753.29
14.01.2019 03:00:00.000,1.14666,1.14720,1.14660,1.14684,8873.1699
14.01.2019 04:00:00.000,1.14685,1.14761,1.14684,1.14757,5912.4502
14.01.2019 05:00:00.000,1.14761,1.14812,1.14747,1.14784,7972.8701
14.01.2019 06:00:00.000,1.14785,1.14804,1.14689,1.14742,8994.46
14.01.2019 07:00:00.000,1.14743,1.14810,1.14544,1.14794,21695.0391
14.01.2019 08:00:00.000,1.14793,1.14820,1.14650,1.14750,22697.6602
14.01.2019 09:00:00.000,1.14750,1.14798,1.14607,1.14624,22302.1602
14.01.2019 10:00:00.000,1.14625,1.14657,1.14506,1.14617,24845.4395
14.01.2019 11:00:00.000,1.14617,1.14735,1.14526,1.14703,26038.7793
14.01.2019 12:00:00.000,1.14703,1.14715,1.14554,1.14681,24560.4297
14.01.2019 13:00:00.000,1.14680,1.14702,1.14563,1.14596,24162.9805
14.01.2019 14:00:00.000,1.14594,1.14681,1.14535,1.14655,21675.8594
14.01.2019 15:00:00.000,1.14655,1.14804,1.14625,1.14673,21167.1406
14.01.2019 16:00:00.000,1.14674,1.14795,1.14631,1.14791,21142.4004
14.01.2019 17:00:00.000,1.14792,1.14797,1.14735,1.14767,15130.0801
14.01.2019 18:00:00.000,1.14768,1.14771,1.14676,1.14695,10067.3096
14.01.2019 19:00:00.000,1.14697,1.14707,1.14645,1.14656,12475.1299
14.01.2019 20:00:00.000,1.14655,1.14701,1.14635,1.14687,10871.4102
14.01.2019 21:00:00.000,1.14689,1.14703,1.14674,1.14679,5753.5801
14.01.2019 22:00:00.000,1.14679,1.14712,1.14644,1.14664,4416.4902
14.01.2019 23:00:00.000,1.14672,1.14726,1.14672,1.14726,5231.9199
15.01.2019 00:00:00.000,1.14727,1.14776,1.14714,1.14765,5379.4399
15.01.2019 01:00:00.000,1.14766,1.14896,1.14724,1.14846,11511.25
15.01.2019 02:00:00.000,1.14846,1.14895,1.14813,1.14834,8154.4902
15.01.2019 03:00:00.000,1.14835,1.14862,1.14816,1.14852,7584.8101
15.01.2019 04:00:00.000,1.14852,1.14852,1.14785,1.14798,7023.8501
15.01.2019 05:00:00.000,1.14798,1.14832,1.14761,1.14831,7743.3101
15.01.2019 06:00:00.000,1.14831,1.14831,1.14718,1.14759,8451.7998
15.01.2019 07:00:00.000,1.14759,1.14827,1.14694,1.14704,15670.8799
15.01.2019 08:00:00.000,1.14703,1.14740,1.14532,1.14609,24423.6797
15.01.2019 09:00:00.000,1.14609,1.14632,1.14232,1.14335,28574.8008
15.01.2019 10:00:00.000,1.14336,1.14392,1.14241,1.14293,25434.5098
15.01.2019 11:00:00.000,1.14293,1.14358,1.14244,1.14316,21777.4902
15.01.2019 12:00:00.000,1.14317,1.14346,1.14122,1.14298,25771.5703
15.01.2019 13:00:00.000,1.14298,1.14439,1.14174,1.14385,24968.4609
15.01.2019 14:00:00.000,1.14385,1.14548,1.14350,1.14540,29996.4004
15.01.2019 15:00:00.000,1.14540,1.14548,1.14290,1.14389,40366.7891
15.01.2019 16:00:00.000,1.14389,1.14403,1.13836,1.13923,32122.6191
15.01.2019 17:00:00.000,1.13923,1.14006,1.13830,1.13896,19676.7793
15.01.2019 18:00:00.000,1.13896,1.13897,1.13819,1.13870,18996.5996
15.01.2019 19:00:00.000,1.13870,1.14023,1.13840,1.14013,26436.9102
15.01.2019 20:00:00.000,1.14014,1.14174,1.13997,1.14131,22457.4199
15.01.2019 21:00:00.000,1.14135,1.14158,1.14080,1.14121,6066.1699
15.01.2019 22:00:00.000,1.14119,1.14121,1.14037,1.14057,3249.96
15.01.2019 23:00:00.000,1.14057,1.14144,1.14057,1.14141,6076.27
16.01.2019 00:00:00.000,1.14140,1.14142,1.14055,1.14104,8508.7598
16.01.2019 01:00:00.000,1.14104,1.14126,1.13966,1.13982,11095.7598
16.01.2019 02:00:00.000,1.13981,1.14032,1.13961,1.14011,7650.3501
16.01.2019 03:00:00.000,1.14011,1.14040,1.13967,1.14031,6435.2402
16.01.2019 04:00:00.000,1.14030,1.14110,1.14023,1.14101,7700.8301
16.01.2019 05:00:00.000,1.14101,1.14151,1.14075,1.14116,9120.96
16.01.2019 06:00:00.000,1.14115,1.14136,1.13967,1.13979,9846.75
16.01.2019 07:00:00.000,1.13979,1.14106,1.13914,1.13938,17644.1406
16.01.2019 08:00:00.000,1.13937,1.14216,1.13931,1.14215,26714.6309
16.01.2019 09:00:00.000,1.14214,1.14248,1.14086,1.14104,22433.3906
16.01.2019 10:00:00.000,1.14105,1.14115,1.13994,1.13999,15867.9502
16.01.2019 11:00:00.000,1.13999,1.14020,1.13777,1.13781,22178.9902
16.01.2019 12:00:00.000,1.13781,1.13968,1.13779,1.13867,23822.2598
16.01.2019 13:00:00.000,1.13866,1.13958,1.13847,1.13900,24027.7402
16.01.2019 14:00:00.000,1.13902,1.14031,1.13901,1.13976,27159.7598
16.01.2019 15:00:00.000,1.13975,1.14037,1.13920,1.13941,27741.0996
16.01.2019 16:00:00.000,1.13942,1.14106,1.13939,1.14074,22644.6406
16.01.2019 17:00:00.000,1.14074,1.14078,1.13960,1.13995,17629.4395
16.01.2019 18:00:00.000,1.13994,1.14098,1.13990,1.14070,11899.9697
16.01.2019 19:00:00.000,1.14070,1.14094,1.13970,1.13975,20260.0391
16.01.2019 20:00:00.000,1.13976,1.14024,1.13921,1.13924,17012.7695
16.01.2019 21:00:00.000,1.13924,1.13962,1.13900,1.13911,6288.6299
16.01.2019 22:00:00.000,1.13911,1.13964,1.13907,1.13945,3515.3501
16.01.2019 23:00:00.000,1.13947,1.13999,1.13946,1.13994,5827.9399
17.01.2019 00:00:00.000,1.13994,1.13994,1.13944,1.13980,7035.1001
17.01.2019 01:00:00.000,1.13980,1.14005,1.13940,1.13940,9199.9404
17.01.2019 02:00:00.000,1.13942,1.13964,1.13885,1.13901,8134.9902
17.01.2019 03:00:00.000,1.13903,1.13909,1.13862,1.13881,6380.8301
17.01.2019 04:00:00.000,1.13883,1.13895,1.13820,1.13825,7990.6602
17.01.2019 05:00:00.000,1.13825,1.13875,1.13791,1.13875,7572.4102
17.01.2019 06:00:00.000,1.13874,1.13916,1.13844,1.13871,10477.2305
17.01.2019 07:00:00.000,1.13871,1.13940,1.13713,1.13879,18714.6797
17.01.2019 08:00:00.000,1.13879,1.13984,1.13823,1.13955,25127.3594
17.01.2019 09:00:00.000,1.13956,1.14015,1.13913,1.13935,21263.6602
17.01.2019 10:00:00.000,1.13935,1.14018,1.13885,1.13999,20055.0508
17.01.2019 11:00:00.000,1.14000,1.14052,1.13955,1.13995,20757.6406
17.01.2019 12:00:00.000,1.13995,1.14059,1.13989,1.14011,19181.4707
17.01.2019 13:00:00.000,1.14011,1.14047,1.13826,1.13978,28773.7793
17.01.2019 14:00:00.000,1.13978,1.14007,1.13850,1.13871,29715.8008
17.01.2019 15:00:00.000,1.13869,1.13943,1.13700,1.13804,26879.4102
17.01.2019 16:00:00.000,1.13805,1.13932,1.13777,1.13849,23618.7109
17.01.2019 17:00:00.000,1.13851,1.13890,1.13824,1.13863,16256.3799
17.01.2019 18:00:00.000,1.13862,1.13943,1.13804,1.13813,17141.5605
17.01.2019 19:00:00.000,1.13812,1.14002,1.13799,1.13895,23428.9707
17.01.2019 20:00:00.000,1.13894,1.13923,1.13852,1.13912,19733.6309
17.01.2019 21:00:00.000,1.13911,1.13925,1.13877,1.13880,4871.3799
17.01.2019 22:00:00.000,1.13880,1.13918,1.13860,1.13873,3527.1699
17.01.2019 23:00:00.000,1.13872,1.13923,1.13872,1.13920,5080.1899
18.01.2019 00:00:00.000,1.13920,1.13951,1.13881,1.13940,8826.0801
18.01.2019 01:00:00.000,1.13940,1.13997,1.13921,1.13951,11706.8896
18.01.2019 02:00:00.000,1.13951,1.13969,1.13904,1.13947,7714.2002
18.01.2019 03:00:00.000,1.13946,1.13969,1.13935,1.13938,7362.25
18.01.2019 04:00:00.000,1.13942,1.13969,1.13921,1.13936,4935.6899
18.01.2019 05:00:00.000,1.13936,1.13938,1.13868,1.13892,5795.8701
18.01.2019 06:00:00.000,1.13891,1.13972,1.13880,1.13953,8411.0996
18.01.2019 07:00:00.000,1.13953,1.13991,1.13899,1.13914,15724.2305
18.01.2019 08:00:00.000,1.13913,1.14006,1.13883,1.13956,21910.5391
18.01.2019 09:00:00.000,1.13957,1.14006,1.13926,1.13980,21574.7109
18.01.2019 10:00:00.000,1.13980,1.14096,1.13979,1.14067,22661.4297
18.01.2019 11:00:00.000,1.14067,1.14099,1.14028,1.14046,17813.1309
18.01.2019 12:00:00.000,1.14046,1.14103,1.14012,1.14027,21225.2695
18.01.2019 13:00:00.000,1.14027,1.14062,1.13964,1.13976,23393.6992
18.01.2019 14:00:00.000,1.13975,1.14005,1.13737,1.13739,30785.1191
18.01.2019 15:00:00.000,1.13743,1.13822,1.13604,1.13670,38446.7617
18.01.2019 16:00:00.000,1.13671,1.13677,1.13532,1.13619,32987.3203
18.01.2019 17:00:00.000,1.13621,1.13637,1.13566,1.13580,19637.3203
18.01.2019 18:00:00.000,1.13583,1.13684,1.13578,1.13651,19778.9609
18.01.2019 19:00:00.000,1.13652,1.13720,1.13630,1.13697,20732.3008
18.01.2019 20:00:00.000,1.13697,1.13698,1.13620,1.13650,15665.5303
18.01.2019 21:00:00.000,1.13649,1.13658,1.13611,1.13614,6160.9102
20.01.2019 22:00:00.000,1.13603,1.13671,1.13602,1.13653,2486.98
20.01.2019 23:00:00.000,1.13653,1.13680,1.13646,1.13650,4594.8901
21.01.2019 00:00:00.000,1.13651,1.13773,1.13647,1.13742,6724.7598
21.01.2019 01:00:00.000,1.13742,1.13772,1.13710,1.13762,8833.54
21.01.2019 02:00:00.000,1.13764,1.13801,1.13753,1.13766,9167.4199
21.01.2019 03:00:00.000,1.13769,1.13771,1.13735,1.13750,7852.96
21.01.2019 04:00:00.000,1.13750,1.13786,1.13731,1.13786,5297.96
21.01.2019 05:00:00.000,1.13786,1.13787,1.13736,1.13778,6144.04
21.01.2019 06:00:00.000,1.13778,1.13804,1.13750,1.13795,7558.02
